,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity,incentives,payment
0,Abengoa - São João Bv,503908760.2,0,0,1.25E+11,94439190881,108338.4,0,0,0,108338.4,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
1,Abengoa - São Luiz,503908760.2,0,0,1.25E+11,94439190881,108338.4,0,0,0,108338.4,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
2,Adecoagro,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
3,Agrisa,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
4,Agrocan,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
5,Agropaulo - Un. Jaguaruana,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
6,Agropeu,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
7,Agrosserra,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
8,Água Bonita,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
9,Alcoeste,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
10,Alcon,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
11,Alcoolquímica,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
12,Alcoolvale,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
13,Alta Floresta (Alto Alegre),335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
14,Alta Mogiana,923832727,0,0,1.25E+11,94439190881,198620.4,198620.4,0,0,0,0,0,3981589.545,55410.45451,489735.5141,292600,0,0,0,0,0,2.38E+11,2.38E+11,1065812728,5500000,0,0
15,Alta Paulista (Usalpa),335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
16,Alta Paulista II,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
17,Alto Alegre - Florestópolis,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
18,Alto Alegre - Unidade Junqueira,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
19,Alto Alegre - Unidade Santo Inácio,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
20,Alto Taquari,650797744,0,0,1.25E+11,94439190881,361128,361128,0,0,0,0,0,0,2936000,0,212800,0,0,0,0,0,2.38E+11,2.38E+11,243292112.6,4000000,0,0
21,Alvorada,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
22,Americana,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
23,Andrade,503908760.2,0,0,1.25E+11,94439190881,108338.4,0,0,0,108338.4,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
24,Angélica,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
25,Anicuns,488098308,0,0,1.25E+11,94439190881,270846,270846,0,0,0,0,0,0,2202000,0,159600,0,0,0,0,0,2.38E+11,2.38E+11,182469084.5,3000000,0,0
26,Aroeira,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
27,Atena Tecnologias - Fazendo Bartira,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
28,Avaré,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
29,Bahia Etanol,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
30,Baldin Bioenergia,335939173.4,0,0,1.25E+11,94439190881,72225.6,0,0,0,72225.6,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
31,Bambuí,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
32,Bandeirantes,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
33,Barra Grande,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
34,Barralcool,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
35,Batatais,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
36,Batatais - Unidade Lins,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
37,Bazan,671878346.9,0,0,1.25E+11,94439190881,144451.2,0,0,0,144451.2,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
38,Bela Vista,671878346.9,0,0,1.25E+11,94439190881,144451.2,0,0,0,144451.2,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
39,Bevap,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
40,Bioenergia,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
41,Bioflex Agroindustrial,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
42,Biopav(Revati),650797744,0,0,1.25E+11,94439190881,361128,361128,0,0,0,0,0,0,2936000,0,212800,0,0,0,0,0,2.38E+11,2.38E+11,243292112.6,4000000,0,0
43,BIOSEV - Unidade Ares,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
44,BIOSEV - UNIDADE COLOMBIA,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
45,Biosev - Unidade Lagoa da Prata,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
46,BIOSEV - Unidade Leme,335939173.4,0,0,1.25E+11,94439190881,72225.6,0,0,0,72225.6,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
47,BIOSEV - Unidade MB,503908760.2,0,0,1.25E+11,94439190881,108338.4,98322.92683,0,0,10015.47317,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
48,BIOSEV - Unidade Passa Tempo,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
49,BIOSEV - Unidade Pedras de Fogo,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
50,BIOSEV - Unidade Rio Brilhante,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
51,BIOSEV - Unidade Santa Elisa,1532832727,84790408.75,66298480.67,1.25E+11,94439190881,198620.4,0,198620.4,1508696.673,0,0,0,3981589.545,55410.45451,489735.5141,292600,700000,700000,0,119512.1951,191219.5122,2.38E+11,2.38E+11,1065812728,5500000,1770488524,2.52926932
52,BIOSEV - Unidade Vale do Rosário,923832727,0,0,1.25E+11,94439190881,198620.4,198620.4,0,0,0,0,0,3981589.545,55410.45451,489735.5141,292600,0,0,0,0,0,2.38E+11,2.38E+11,1065812728,5500000,0,0
53,Boa Vista,813497180,0,0,1.25E+11,94439190881,451410,451410,0,0,0,0,0,0,3670000,0,266000,0,0,0,0,0,2.38E+11,2.38E+11,304115140.8,5000000,0,0
54,Bom Jesus,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
55,Bom Sucesso,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
56,Branco Peres,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
57,BRENCO - Usina Morro Vermelho,650797744,0,0,1.25E+11,94439190881,361128,361128,0,0,0,0,0,0,2936000,0,212800,0,0,0,0,0,2.38E+11,2.38E+11,243292112.6,4000000,0,0
58,Buriti - Sorriso,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
59,Buriti - Buritizal,488098308,0,0,1.25E+11,94439190881,270846,270846,0,0,0,0,0,0,2202000,0,159600,0,0,0,0,0,2.38E+11,2.38E+11,182469084.5,3000000,0,0
60,Cabrera Energética,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
61,Cachoeira - Tupaciguara,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
62,Caçú,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
63,Caeté,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
64,Caeté - Unidade Paulicéia,813497180,0,0,1.25E+11,94439190881,451410,451410,0,0,0,0,0,0,3670000,0,266000,0,0,0,0,0,2.38E+11,2.38E+11,304115140.8,5000000,0,0
65,Cafealcool,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
66,Camaragibe,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
67,Cambuí,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
68,Campo Lindo,162699436,0,0,1.25E+11,94439190881,90282,0,0,0,90282,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
69,Canabrava 1,325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
70,Carolo (N.Sra. Aparecida - BC Pontal),503908760.2,0,0,1.25E+11,94439190881,108338.4,0,0,0,108338.4,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
71,CBB - CIA Bioenergética,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
72,Ceara-Mirim,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
73,Cenasa,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
74,Central Leão Utinga,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
75,Central Morrinhos,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
76,Central Olho D'Água,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
77,Centro Oeste Iguatemi,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
78,Cerradão,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
79,Cevasa,503908760.2,0,0,1.25E+11,94439190881,108338.4,108338.4,0,0,0,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
80,Cia. Energética Vale do São Simão,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
81,Citrosuco,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
82,Clealco - Unidade Queiroz,923832727,0,0,1.25E+11,94439190881,198620.4,198620.4,0,0,0,0,0,3981589.545,55410.45451,489735.5141,292600,0,0,0,0,0,2.38E+11,2.38E+11,1065812728,5500000,0,0
83,Coaf - Cruangi,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
84,Coagro,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
85,Cocal,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
86,Cocal - Unidade Narandiba,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
87,COFCO BRASIL S.A. - Catanduva,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
88,COFCO BRASIL S.A. - Meridiano,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
89,COFCO BRASIL S.A. - Potirendaba,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
91,Colombo,923832727,0,0,1.25E+11,94439190881,198620.4,198620.4,0,0,0,0,0,3981589.545,55410.45451,489735.5141,292600,0,0,0,0,0,2.38E+11,2.38E+11,1065812728,5500000,0,0
92,Colombo (Unidade Palestina),325398872,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,0,1468000,0,106400,0,0,0,0,0,2.38E+11,2.38E+11,121646056.3,2000000,0,0
93,Colorado,923832727,0,0,1.25E+11,94439190881,198620.4,198620.4,0,0,0,0,0,3981589.545,55410.45451,489735.5141,292600,0,0,0,0,0,2.38E+11,2.38E+11,1065812728,5500000,0,0
94,Comanche Canitar,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
95,Comanche-Tatuí,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
96,Compahia Agroindustrial de Goiana (Santa Teresa),167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
97,Comvap,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
98,Conquista de Minas,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
99,Coopercana,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
100,Cooper-Rubi,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
101,Copersul,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
102,Coplasa,839847933.6,0,0,1.25E+11,94439190881,180564,180564,0,0,0,0,0,3619626.86,50373.14046,445214.1037,266000,0,0,0,0,0,2.38E+11,2.38E+11,968920661.8,5000000,0,0
103,Coprodia,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
104,Coruripe,503908760.2,0,0,1.25E+11,94439190881,108338.4,0,0,0,108338.4,0,0,2171776.116,30223.88428,267128.4622,159600,0,0,0,0,0,2.38E+11,2.38E+11,581352397.1,3000000,0,0
105,Coruripe - Filial Campo Florido,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
106,Coruripe - Filial Limeira do Oeste,162699436,0,0,1.25E+11,94439190881,90282,90282,0,0,0,0,0,0,734000,0,53200,0,0,0,0,0,2.38E+11,2.38E+11,60823028.16,1000000,0,0
107,Coruripe - Iturama,671878346.9,0,0,1.25E+11,94439190881,144451.2,144451.2,0,0,0,0,0,2895701.488,40298.51237,356171.283,212800,0,0,0,0,0,2.38E+11,2.38E+11,775136529.4,4000000,0,0
108,Costa Bioenergia,335939173.4,0,0,1.25E+11,94439190881,72225.6,72225.6,0,0,0,0,0,1447850.744,20149.25618,178085.6415,106400,0,0,0,0,0,2.38E+11,2.38E+11,387568264.7,2000000,0,0
109,CRV,167969586.7,0,0,1.25E+11,94439190881,36112.8,36112.8,0,0,0,0,0,723925.3719,10074.62809,89042.82074,53200,0,0,0,0,0,2.38E+11,2.38E+11,193784132.4,1000000,0,0
